lon,lat,PGA
120.29795,25.17356,0.07010635
120.29824,25.26349,0.05511265
120.29854,25.35342,0.0551173
120.38432,21.6662,0.00315034
120.38462,21.75614,0.004614405
120.38492,21.84607,0.00896815
120.38523,21.936,0.00967921
120.38553,22.02593,0.00777032
120.38584,22.11587,0.0146155
120.38615,22.2058,0.02404675
120.38647,22.29573,0.01643025
120.38678,22.38566,0.0147714
120.38709,22.47559,0.0246122
120.38741,22.56553,0.02488295
120.38773,22.65546,0.0246285
120.38805,22.74539,0.02534365
120.38837,22.83532,0.01946665
120.38869,22.92526,0.03977595
120.38902,23.01519,0.04286315
120.38935,23.10512,0.039638
120.38967,23.19505,0.03598485
120.39,23.28498,0.0618882
120.39034,23.37492,0.1124745
120.39067,23.46485,0.08052695
120.391,23.55478,0.115374
120.39134,23.64471,0.080174
120.39168,23.73464,0.1156705
120.39202,23.82458,0.0614291
120.39236,23.91451,0.08580275
120.3927,24.00444,0.06276665
120.39305,24.09437,0.0446285
120.39339,24.18431,0.0809713
120.39374,24.27424,0.04421655
120.39409,24.36417,0.09163575
120.39444,24.4541,0.0649418
120.3948,24.54403,0.0586537
120.39515,24.63397,0.04660635
120.39551,24.7239,0.0395362
120.39587,24.81383,0.031385
120.39623,24.90376,0.03299505
120.39659,24.99369,0.0659731
120.39696,25.08363,0.1103645
120.39732,25.17356,0.05693245
120.39769,25.26349,0.06351335
120.39806,25.35342,0.04664805
120.48108,21.6662,0.004249975
120.48145,21.75614,0.007180605
120.48181,21.84607,0.008791255
120.48218,21.936,0.008049555
120.48255,22.02593,0.007351955
120.48292,22.11587,0.01441735
120.48329,22.2058,0.01675215
120.48366,22.29573,0.0214527
120.48404,22.38566,0.0153932
120.48442,22.47559,0.0204433
120.4848,22.56553,0.0352822
120.48518,22.65546,0.02598625
120.48557,22.74539,0.02826635
120.48595,22.83532,0.0236257
120.48634,22.92526,0.0253
120.48673,23.01519,0.03670575
120.48712,23.10512,0.0353272
120.48752,23.19505,0.04582715
120.48791,23.28498,0.04846075
120.48831,23.37492,0.08587385
120.48871,23.46485,0.1137985
120.48911,23.55478,0.4654335
120.48951,23.64471,0.199267
120.48992,23.73464,0.1545805
120.49033,23.82458,0.09362295
120.49074,23.91451,0.0890197
120.49115,24.00444,0.107968
120.49156,24.09437,0.07090955
120.49198,24.18431,0.0517647
120.4924,24.27424,0.06614575
120.49282,24.36417,0.130906
120.49324,24.4541,0.0645791
120.49366,24.54403,0.0807959
120.49409,24.63397,0.0671411
120.49452,24.7239,0.06240575
120.49495,24.81383,0.0342413
120.49538,24.90376,0.0411053
120.49582,24.99369,0.0529605
120.49625,25.08363,0.08354595
120.49669,25.17356,0.06966565
120.49713,25.26349,0.0601948
120.49757,25.35342,0.060012
120.57785,21.6662,0.002349145
120.57828,21.75614,0.007119015
120.5787,21.84607,0.00988949
120.57913,21.936,0.01114915
120.57956,22.02593,0.0108252
120.57999,22.11587,0.0153871
120.58043,22.2058,0.017366
120.58086,22.29573,0.0238684
120.5813,22.38566,0.01124875
120.58174,22.47559,0.01231185
120.58219,22.56553,0.018548
120.58263,22.65546,0.02391585
120.58308,22.74539,0.0220919
120.58353,22.83532,0.0235476
120.58398,22.92526,0.03181815
120.58444,23.01519,0.03346205
120.5849,23.10512,0.0360664
120.58536,23.19505,0.03559505
120.58582,23.28498,0.09743
120.58628,23.37492,0.0603362
120.58675,23.46485,0.2344885
120.58722,23.55478,0.395856
120.58769,23.64471,0.3398905
120.58816,23.73464,0.1735965
120.58864,23.82458,0.306374
120.58912,23.91451,0.358131
120.5896,24.00444,0.193601
120.59008,24.09437,0.1268235
120.59056,24.18431,0.09945225
120.59105,24.27424,0.132133
120.59154,24.36417,0.139172
120.59203,24.4541,0.08452195
120.59253,24.54403,0.08767045
120.59303,24.63397,0.08424005
120.59353,24.7239,0.0528623
120.59403,24.81383,0.0387512
120.59453,24.90376,0.03382
120.59504,24.99369,0.0497728
120.59555,25.08363,0.05247955
120.59606,25.17356,0.06933365
120.59658,25.26349,0.0548759
120.59709,25.35342,0.0771397
120.67462,21.6662,0.003813105
120.67511,21.75614,0.007948115
120.67559,21.84607,0.007859525
120.67608,21.936,0.009616075
120.67657,22.02593,0.01266635
120.67707,22.11587,0.01068805
120.67756,22.2058,0.0115596
120.67806,22.29573,0.007906545
120.67856,22.38566,0.01412975
120.67907,22.47559,0.009879535
120.67958,22.56553,0.0154335
120.68008,22.65546,0.0228734
120.6806,22.74539,0.0250621
120.68111,22.83532,0.0303035
120.68163,22.92526,0.0221747
120.68215,23.01519,0.02707135
120.68267,23.10512,0.04209805
120.6832,23.19505,0.0384129
120.68372,23.28498,0.0864809
120.68425,23.37492,0.0624845
120.68479,23.46485,0.2255845
120.68532,23.55478,0.312409
120.68586,23.64471,0.374543
120.6864,23.73464,0.5281355
120.68695,23.82458,0.931418
120.68749,23.91451,0.437886
120.68804,24.00444,0.446293
120.68859,24.09437,0.193323
120.68915,24.18431,0.3907905
120.68971,24.27424,0.251582
120.69027,24.36417,0.1127065
120.69083,24.4541,0.11872
120.69139,24.54403,0.1907865
120.69196,24.63397,0.1400365
120.69253,24.7239,0.07137835
120.69311,24.81383,0.04589355
120.69368,24.90376,0.04607375
120.69426,24.99369,0.0648494
120.69485,25.08363,0.04709065
120.69543,25.17356,0.06683935
120.69602,25.26349,0.05601185
120.69661,25.35342,0.05616385
120.77139,21.6662,0.003540245
120.77193,21.75614,0.007355075
120.77248,21.84607,0.009827605
120.77303,21.936,0.0101922
120.77359,22.02593,0.01091255
120.77414,22.11587,0.0124986
120.7747,22.2058,0.01047095
120.77526,22.29573,0.0059392
120.77583,22.38566,0.0126275
120.77639,22.47559,0.00921552
120.77696,22.56553,0.01453485
120.77754,22.65546,0.0180747
120.77811,22.74539,0.0227991
120.77869,22.83532,0.02553895
120.77927,22.92526,0.02906425
120.77986,23.01519,0.0259597
120.78045,23.10512,0.03254105
120.78104,23.19505,0.0618691
120.78163,23.28498,0.0758644
120.78223,23.37492,0.1133405
120.78283,23.46485,0.225588
120.78343,23.55478,0.492655
120.78404,23.64471,0.2571295
120.78464,23.73464,0.445208
120.78526,23.82458,0.590782
120.78587,23.91451,0.3482025
120.78649,24.00444,0.347352
120.78711,24.09437,0.382339
120.78773,24.18431,0.26249
120.78836,24.27424,0.358554
120.78899,24.36417,0.1382985
120.78962,24.4541,0.1958525
120.79026,24.54403,0.1096575
120.7909,24.63397,0.168734
120.79154,24.7239,0.131139
120.79219,24.81383,0.09110165
120.79284,24.90376,0.0531536
120.79349,24.99369,0.05007605
120.79414,25.08363,0.068043
120.7948,25.17356,0.0579664
120.79546,25.26349,0.06020955
120.79613,25.35342,0.0617289
120.86816,21.6662,0.00553174
120.86876,21.75614,0.01213035
120.86937,21.84607,0.01569295
120.86998,21.936,0.006326175
120.8706,22.02593,0.00800541
120.87122,22.11587,0.006496315
120.87184,22.2058,0.00649278
120.87246,22.29573,0.006473695
120.87309,22.38566,0.01624945
120.87372,22.47559,0.0106508
120.87435,22.56553,0.0188355
120.87499,22.65546,0.0200726
120.87563,22.74539,0.0237379
120.87627,22.83532,0.02349515
120.87692,22.92526,0.0290921
120.87757,23.01519,0.02823385
120.87822,23.10512,0.0456767
120.87888,23.19505,0.0426803
120.87954,23.28498,0.07696605
120.8802,23.37492,0.0839075
120.88087,23.46485,0.164283
120.88154,23.55478,0.178406
120.88221,23.64471,0.2530665
120.88289,23.73464,0.4186095
120.88357,23.82458,0.643096
120.88425,23.91451,0.3436455
120.88493,24.00444,0.3654205
120.88562,24.09437,0.200001
120.88632,24.18431,0.295286
120.88701,24.27424,0.198602
120.88771,24.36417,0.193427
120.88842,24.4541,0.1263085
120.88913,24.54403,0.358202
120.88984,24.63397,0.194366
120.89055,24.7239,0.115237
120.89127,24.81383,0.0915806
120.89199,24.90376,0.0538426
120.89271,24.99369,0.0618883
120.89344,25.08363,0.0514845
120.89417,25.17356,0.06226035
120.89491,25.26349,0.05178805
120.89564,25.35342,0.05512695
120.96493,21.6662,0.00478275
120.96559,21.75614,0.00856547
120.96626,21.84607,0.0112316
120.96693,21.936,0.0065876
120.96761,22.02593,0.006300565
120.96829,22.11587,0.005290725
120.96897,22.2058,0.00856909
120.96966,22.29573,0.00713297
120.97035,22.38566,0.0153823
120.97104,22.47559,0.01450315
120.97174,22.56553,0.0141466
120.97244,22.65546,0.02229455
120.97314,22.74539,0.0196695
120.97385,22.83532,0.02379205
120.97456,22.92526,0.02845505
120.97528,23.01519,0.0294187
120.976,23.10512,0.0434499
120.97672,23.19505,0.0359745
120.97744,23.28498,0.066232
120.97817,23.37492,0.129158
120.97891,23.46485,0.151868
120.97964,23.55478,0.196081
120.98038,23.64471,0.4184445
120.98113,23.73464,0.5096365
120.98187,23.82458,0.1759955
120.98263,23.91451,0.17674
120.98338,24.00444,0.2189855
120.98414,24.09437,0.1749635
120.9849,24.18431,0.2093335
120.98567,24.27424,0.2375285
120.98644,24.36417,0.25427
120.98721,24.4541,0.417521
120.98799,24.54403,0.381862
120.98877,24.63397,0.140425
120.98956,24.7239,0.237441
120.99035,24.81383,0.0810308
120.99114,24.90376,0.0569688
120.99194,24.99369,0.0411571
120.99274,25.08363,0.0502896
120.99354,25.17356,0.0493845
120.99435,25.26349,0.04823375
120.99516,25.35342,0.05963255
121.0617,21.6662,0.00500047
121.06242,21.75614,0.00572983
121.06315,21.84607,0.00849493
121.06389,21.936,0.005489825
121.06462,22.02593,0.005534125
121.06536,22.11587,0.00588622
121.06611,22.2058,0.00771663
121.06686,22.29573,0.006495615
121.06761,22.38566,0.01441485
121.06837,22.47559,0.0136981
121.06913,22.56553,0.0253453
121.06989,22.65546,0.02395075
121.07066,22.74539,0.01896025
121.07143,22.83532,0.0248685
121.07221,22.92526,0.02837495
121.07299,23.01519,0.0417393
121.07377,23.10512,0.05022415
121.07456,23.19505,0.0351484
121.07535,23.28498,0.05656315
121.07615,23.37492,0.107806
121.07695,23.46485,0.1143215
121.07775,23.55478,0.1686645
121.07856,23.64471,0.35458
121.07937,23.73464,0.139344
121.08018,23.82458,0.1754365
121.081,23.91451,0.1166395
121.08183,24.00444,0.100586
121.08266,24.09437,0.1481995
121.08349,24.18431,0.126877
121.08432,24.27424,0.211953
121.08516,24.36417,0.1884865
121.08601,24.4541,0.454744
121.08686,24.54403,0.354936
121.08771,24.63397,0.1377385
121.08856,24.7239,0.1245215
121.08943,24.81383,0.06971785
121.09029,24.90376,0.04617485
121.09116,24.99369,0.05240055
121.09203,25.08363,0.04103585
121.09291,25.17356,0.05792265
121.09379,25.26349,0.0436911
121.09468,25.35342,0.0624419
121.15847,21.6662,0.00407038
121.15925,21.75614,0.00502005
121.16004,21.84607,0.009350165
121.16084,21.936,0.006370475
121.16164,22.02593,0.00582112
121.16244,22.11587,0.00549381
121.16325,22.2058,0.007246135
121.16406,22.29573,0.008225855
121.16487,22.38566,0.0124442
121.16569,22.47559,0.0206907
121.16652,22.56553,0.02594945
121.16734,22.65546,0.04465985
121.16818,22.74539,0.02454265
121.16901,22.83532,0.01996175
121.16985,22.92526,0.0326227
121.1707,23.01519,0.03680925
121.17155,23.10512,0.03014155
121.1724,23.19505,0.0666617
121.17326,23.28498,0.0637998
121.17412,23.37492,0.04922925
121.17499,23.46485,0.1927935
121.17586,23.55478,0.2261965
121.17673,23.64471,0.167865
121.17761,23.73464,0.129477
121.17849,23.82458,0.08574265
121.17938,23.91451,0.1874185
121.18027,24.00444,0.1263935
121.18117,24.09437,0.2113595
121.18207,24.18431,0.3130165
121.18298,24.27424,0.2064625
121.18389,24.36417,0.268506
121.1848,24.4541,0.1985535
121.18572,24.54403,0.2179465
121.18664,24.63397,0.2463565
121.18757,24.7239,0.107714
121.18851,24.81383,0.0608972
121.18944,24.90376,0.04486595
121.19038,24.99369,0.0433025
121.19133,25.08363,0.07718395
121.19228,25.17356,0.0548204
121.19324,25.26349,0.0500064
121.1942,25.35342,0.088894
121.25523,21.6662,0.00405098
121.25608,21.75614,0.004306735
121.25693,21.84607,0.00472621
121.25779,21.936,0.00622616
121.25865,22.02593,0.00582283
121.25951,22.11587,0.006150465
121.26038,22.2058,0.01166205
121.26126,22.29573,0.006395205
121.26213,22.38566,0.0184493
121.26302,22.47559,0.0300031
121.2639,22.56553,0.0270297
121.2648,22.65546,0.0279893
121.26569,22.74539,0.0271515
121.26659,22.83532,0.02914
121.2675,22.92526,0.0271102
121.26841,23.01519,0.0313756
121.26932,23.10512,0.04324095
121.27024,23.19505,0.04731815
121.27116,23.28498,0.03338955
121.27209,23.37492,0.08547745
121.27303,23.46485,0.1091535
121.27396,23.55478,0.0951894
121.2749,23.64471,0.0761717
121.27585,23.73464,0.1890845
121.2768,23.82458,0.155653
121.27776,23.91451,0.1258555
121.27872,24.00444,0.254823
121.27969,24.09437,0.257501
121.28066,24.18431,0.2322925
121.28163,24.27424,0.191824
121.28261,24.36417,0.3118405
121.2836,24.4541,0.133504
121.28459,24.54403,0.149218
121.28558,24.63397,0.1485445
121.28658,24.7239,0.0903864
121.28758,24.81383,0.0764392
121.28859,24.90376,0.04436005
121.28961,24.99369,0.04166815
121.29063,25.08363,0.0657996
121.29165,25.17356,0.06012655
121.29268,25.26349,0.07084965
121.29371,25.35342,0.0345693
121.352,21.6662,0.00387422
121.35291,21.75614,0.00445266
121.35382,21.84607,0.00540315
121.35474,21.936,0.006758975
121.35566,22.02593,0.005971205
121.35659,22.11587,0.005821635
121.35752,22.2058,0.0135365
121.35846,22.29573,0.009940755
121.3594,22.38566,0.022636
121.36034,22.47559,0.02607035
121.36129,22.56553,0.0247182
121.36225,22.65546,0.0246891
121.36321,22.74539,0.0204244
121.36417,22.83532,0.0307651
121.36514,22.92526,0.02783315
121.36612,23.01519,0.03607455
121.3671,23.10512,0.0307338
121.36808,23.19505,0.04426075
121.36907,23.28498,0.05240915
121.37007,23.37492,0.05809525
121.37106,23.46485,0.06913595
121.37207,23.55478,0.116887
121.37308,23.64471,0.0593443
121.37409,23.73464,0.1340185
121.37511,23.82458,0.1262965
121.37614,23.91451,0.0900244
121.37717,24.00444,0.1439675
121.3782,24.09437,0.139251
121.37924,24.18431,0.2324005
121.38029,24.27424,0.2436475
121.38134,24.36417,0.345567
121.38239,24.4541,0.4657605
121.38345,24.54403,0.175671
121.38452,24.63397,0.127836
121.38559,24.7239,0.121313
121.38666,24.81383,0.04642745
121.38775,24.90376,0.0403384
121.38883,24.99369,0.05732945
121.38992,25.08363,0.0602478
121.39102,25.17356,0.06107595
121.39212,25.26349,0.06640305
121.39323,25.35342,0.03452735
121.44877,21.6662,0.00362972
121.44974,21.75614,0.003986025
121.45071,21.84607,0.006188445
121.45169,21.936,0.0060626
121.45267,22.02593,0.005515845
121.45366,22.11587,0.007632655
121.45466,22.2058,0.01449775
121.45565,22.29573,0.0112042
121.45666,22.38566,0.0080786
121.45767,22.47559,0.02906195
121.45868,22.56553,0.01679335
121.4597,22.65546,0.02962105
121.46072,22.74539,0.02538585
121.46175,22.83532,0.0293261
121.46279,22.92526,0.02206215
121.46383,23.01519,0.0330029
121.46487,23.10512,0.03276855
121.46592,23.19505,0.04861235
121.46698,23.28498,0.03298885
121.46804,23.37492,0.0772403
121.4691,23.46485,0.0462785
121.47018,23.55478,0.08243465
121.47125,23.64471,0.05797845
121.47233,23.73464,0.0654173
121.47342,23.82458,0.083006
121.47452,23.91451,0.08203515
121.47561,24.00444,0.08321125
121.47672,24.09437,0.141196
121.47783,24.18431,0.1111125
121.47894,24.27424,0.2116945
121.48006,24.36417,0.247368
121.48119,24.4541,0.2180735
121.48232,24.54403,0.1427165
121.48345,24.63397,0.150141
121.4846,24.7239,0.08254445
121.48574,24.81383,0.0663177
121.4869,24.90376,0.06337235
121.48806,24.99369,0.04329255
121.48922,25.08363,0.045618
121.49039,25.17356,0.04865095
121.49157,25.26349,0.0271686
121.49275,25.35342,0.0374702
121.54554,21.6662,0.0090024
121.54657,21.75614,0.00623847
121.5476,21.84607,0.00857096
121.54864,21.936,0.007707805
121.54969,22.02593,0.007387
121.55074,22.11587,0.00949979
121.55179,22.2058,0.01146155
121.55285,22.29573,0.0179213
121.55392,22.38566,0.01464535
121.55499,22.47559,0.0239406
121.55607,22.56553,0.0130499
121.55715,22.65546,0.0176842
121.55824,22.74539,0.0213347
121.55933,22.83532,0.01718165
121.56043,22.92526,0.016528
121.56154,23.01519,0.02507075
121.56265,23.10512,0.02656195
121.56376,23.19505,0.01909865
121.56488,23.28498,0.05062785
121.56601,23.37492,0.04071845
121.56714,23.46485,0.0477328
121.56828,23.55478,0.05616865
121.56943,23.64471,0.05784295
121.57058,23.73464,0.0390178
121.57173,23.82458,0.0602628
121.57289,23.91451,0.06227135
121.57406,24.00444,0.05153715
121.57523,24.09437,0.09290995
121.57641,24.18431,0.123509
121.5776,24.27424,0.162203
121.57879,24.36417,0.271901
121.57998,24.4541,0.1572435
121.58118,24.54403,0.145692
121.58239,24.63397,0.0976034
121.5836,24.7239,0.0693991
121.58482,24.81383,0.04804775
121.58605,24.90376,0.05478435
121.58728,24.99369,0.0472423
121.58852,25.08363,0.05184885
121.58976,25.17356,0.05634515
121.59101,25.26349,0.0301387
121.59226,25.35342,0.02688455
121.64231,21.6662,0.0119854
121.6434,21.75614,0.008655875
121.64449,21.84607,0.0083473
121.64559,21.936,0.008274085
121.6467,22.02593,0.01068065
121.64781,22.11587,0.0103092
121.64893,22.2058,0.00656843
121.65005,22.29573,0.00678268
121.65118,22.38566,0.008371235
121.65232,22.47559,0.0172374
121.65346,22.56553,0.0133768
121.6546,22.65546,0.0165869
121.65575,22.74539,0.01640245
121.65691,22.83532,0.0186385
121.65808,22.92526,0.0272215
121.65925,23.01519,0.01878795
121.66042,23.10512,0.0207938
121.6616,23.19505,0.0172148
121.66279,23.28498,0.0308757
121.66398,23.37492,0.04134205
121.66518,23.46485,0.0397949
121.66639,23.55478,0.039499
121.6676,23.64471,0.04287845
121.66882,23.73464,0.0410925
121.67004,23.82458,0.0369546
121.67127,23.91451,0.0359399
121.67251,24.00444,0.06241785
121.67375,24.09437,0.08664085
121.675,24.18431,0.1005535
121.67625,24.27424,0.1053
121.67751,24.36417,0.115626
121.67878,24.4541,0.106988
121.68005,24.54403,0.08352
121.68133,24.63397,0.04618735
121.68261,24.7239,0.04986735
121.6839,24.81383,0.05111405
121.6852,24.90376,0.04750205
121.6865,24.99369,0.0479804
121.68781,25.08363,0.0538057
121.68913,25.17356,0.02964425
121.69045,25.26349,0.03485805
121.69178,25.35342,0.02634405
121.73908,21.6662,0.007896195
121.74023,21.75614,0.006677325
121.74138,21.84607,0.006082395
121.74254,21.936,0.006398815
121.74371,22.02593,0.00623211
121.74489,22.11587,0.00674647
121.74607,22.2058,0.00584884
121.74725,22.29573,0.00756671
121.74844,22.38566,0.007911515
121.74964,22.47559,0.00620372
121.75084,22.56553,0.0143944
121.75205,22.65546,0.0120393
121.75327,22.74539,0.01234495
121.75449,22.83532,0.0134063
121.75572,22.92526,0.01605245
121.75696,23.01519,0.01983385
121.7582,23.10512,0.01602055
121.75944,23.19505,0.0171318
121.7607,23.28498,0.0268792
121.76196,23.37492,0.02962345
121.76322,23.46485,0.02529865
121.7645,23.55478,0.0273472
121.76577,23.64471,0.02764335
121.76706,23.73464,0.033886
121.76835,23.82458,0.0302066
121.76965,23.91451,0.0507401
121.77095,24.00444,0.05185305
121.77226,24.09437,0.0697226
121.77358,24.18431,0.0605763
121.7749,24.27424,0.07015475
121.77623,24.36417,0.0775024
121.77757,24.4541,0.1018155
121.77891,24.54403,0.08152425
121.78026,24.63397,0.0670124
121.78162,24.7239,0.049977
121.78298,24.81383,0.04183415
121.78435,24.90376,0.0382597
121.78573,24.99369,0.0521314
121.78711,25.08363,0.02122355
121.7885,25.17356,0.02817155
121.7899,25.26349,0.0305227
121.7913,25.35342,0.02907745
121.83585,21.6662,0.00679829
121.83706,21.75614,0.00690926
121.83827,21.84607,0.005410675
121.8395,21.936,0.00556655
121.84073,22.02593,0.00685246
121.84196,22.11587,0.00614257
121.8432,22.2058,0.006470605
121.84445,22.29573,0.005086065
121.8457,22.38566,0.006697545
121.84696,22.47559,0.00683272
121.84823,22.56553,0.006437385
121.84951,22.65546,0.0166099
121.85079,22.74539,0.01389975
121.85207,22.83532,0.0129267
121.85337,22.92526,0.01135995
121.85467,23.01519,0.00932717
121.85597,23.10512,0.009476735
121.85728,23.19505,0.0161712
121.8586,23.28498,0.0206807
121.85993,23.37492,0.01948315
121.86126,23.46485,0.02077445
121.8626,23.55478,0.0256365
121.86395,23.64471,0.02636415
121.8653,23.73464,0.02296825
121.86666,23.82458,0.0411309
121.86803,23.91451,0.0395866
121.8694,24.00444,0.04219815
121.87078,24.09437,0.04488045
121.87216,24.18431,0.0959243
121.87356,24.27424,0.05398245
121.87496,24.36417,0.06721535
121.87637,24.4541,0.0576495
121.87778,24.54403,0.05362385
121.8792,24.63397,0.0621553
121.88063,24.7239,0.0465661
121.88206,24.81383,0.0617353
121.8835,24.90376,0.0437197
121.88495,24.99369,0.05911595
121.88641,25.08363,0.02871835
121.88787,25.17356,0.02730495
121.88934,25.26349,0.02452015
121.89082,25.35342,0.02704955
121.93262,21.6662,0.00942736
121.93389,21.75614,0.006376695
121.93516,21.84607,0.00527416
121.93645,21.936,0.004952
121.93774,22.02593,0.006447865
121.93903,22.11587,0.006179325
121.94034,22.2058,0.00580411
121.94165,22.29573,0.005392335
121.94297,22.38566,0.006866945
121.94429,22.47559,0.006603145
121.94562,22.56553,0.008456465
121.94696,22.65546,0.01418615
121.9483,22.74539,0.0142418
121.94965,22.83532,0.0117574
121.95101,22.92526,0.007562685
121.95238,23.01519,0.0121778
121.95375,23.10512,0.01334615
121.95513,23.19505,0.01880095
121.95651,23.28498,0.0261019
121.9579,23.37492,0.0234695
121.9593,23.46485,0.0276865
121.96071,23.55478,0.0277786
121.96212,23.64471,0.02261235
121.96354,23.73464,0.04173385
121.96497,23.82458,0.04951035
121.9664,23.91451,0.0681017
121.96785,24.00444,0.04400845
121.96929,24.09437,0.05230495
121.97075,24.18431,0.0507477
121.97221,24.27424,0.0673474
121.97368,24.36417,0.05500115
121.97516,24.4541,0.05347795
121.97664,24.54403,0.0534241
121.97814,24.63397,0.03773375
121.97964,24.7239,0.0477912
121.98114,24.81383,0.0563342
121.98266,24.90376,0.04986565
121.98418,24.99369,0.02606525
121.9857,25.08363,0.0305573
121.98724,25.17356,0.0266689
121.98878,25.26349,0.02496175
