STA_Lon_X,STA_Lat_Y,PGA
120.179511,23.599647,0.093753
120.5603049,23.58031104,0.35803
120.278167,23.484,0.12422
120.420503,23.717603,0.11816
120.1607513,23.3306675,0.054231
120.59272,23.29455566,0.25232
120.4146423,23.3528614,0.16021
120.16188,23.21914,0.097114
120.27691,23.21368,0.057489
120.48589,23.17773872,0.061176
120.4697189,23.04408264,0.057004
120.2880916,22.96376089,0.051209
120.615532,23.755223,0.22957
120.522941,23.77746,0.15522
120.419435,23.796707,0.071117
120.2552032,23.75011063,0.05561
120.6156998,23.63093948,0.7676
120.537045,23.611821,0.26845
120.301174,23.578495,0.088329
120.2253036,23.53924942,0.062059
120.5525284,23.52083206,0.29969
120.59163,23.51866,0.26455
120.4884033,23.60606003,0.2493
120.351799,23.52033043,0.10066
120.6046982,23.43856049,0.50273
120.5916977,23.35630989,0.081794
120.1719892,23.38408185,0.060736
120.4713974,23.47536087,0.16709
120.45524,23.49365,0.1769
120.4155913,23.27913039,0.081936
120.5087324,23.28588095,0.11168
120.3163986,23.30644035,0.094627
120.27681,23.26868,0.098068
120.4186022,23.14872641,0.042898
120.3271027,23.17147064,0.05039
120.1112976,23.18302917,0.050464
120.24576,23.12349,0.045874
120.519,23.074667,0.035524
120.4590988,23.12169075,0.052715
120.3495026,23.02589035,0.063173
120.3516998,22.90424919,0.10201
120.2172241,22.91883278,0.050038
120.1923599,22.99752808,0.057692
120.1891022,22.97261047,0.041383
120.2364426,22.9640007,0.040408
120.1729202,23.06302834,0.063674
120.8133611,23.50827778,0.19579
120.2297745,23.63636017,0.072755
120.2367477,23.03802872,0.063164
120.5284729,23.18502808,0.044845
120.6773071,23.59727859,0.83236
120.5022778,23.26380556,0.04706
120.306561,23.723067,0.068469
120.5939713,23.35127831,0.16646
120.5298615,23.3821106,0.13553
120.438083,23.344523,0.18421
120.223442,23.26595006,0.072521
120.486207,23.788892,0.095275
120.155277,23.651256,0.061258
120.330647,23.792133,0.057798
120.24073,22.98139,0.040966
120.2881927,23.13613892,0.057908
120.3502808,23.22561073,0.06628
120.570375,23.68452222,0.3829
120.6223333,23.24369444,0.045617
120.473485,23.667837,0.15686
120.29922,23.29761,0.097765
120.5362778,23.24638939,0.048409
120.5336685,23.24727821,0.027362
120.1167,23.07676,0.057543
121.5201416,23.59819412,0.069436
121.5204526,23.60204513,0.1006
121.42485,23.66058,0.14172
121.42453,23.67097282,0.092033
121.6263885,23.98647118,0.068781
121.6236649,23.99108315,0.087874
121.5948029,23.99533272,0.097878
121.6318588,23.99063873,0.068662
121.5983887,23.97558212,0.12413
121.6056976,23.97133255,0.10152
121.5626472,23.97304167,0.08335
121.5684738,23.96316719,0.08402
121.547142,23.94808388,0.080889
121.61345,23.975225,0.12854
121.4415278,23.81180556,0.065816
121.7401791,24.26540615,0.09955
121.6048056,24.08105556,0.037639
121.305275,23.35102844,0.022809
121.652201,24.161887,0.063761
121.62444,24.11817,0.059279
121.59857,24.05372,0.11018
121.6093,24.01433,0.091116
121.57779,23.93527,0.08382
121.45594,23.78396,0.072109
121.50017,23.76411,0.10181
121.41989,23.70828,0.13041
121.4825667,23.68457778,0.16727
121.38373,23.5878,0.13689
121.44446,23.73039,0.077027
121.37439,23.49755,0.064657
121.39359,23.45196,0.11994
121.35186,23.45885,0.046177
121.35934,23.38311,0.077945
121.30265,23.26482,0.081529
121.5475006,23.70791626,0.068929
121.53629,23.65174,0.061409
121.7489166,24.30750084,0.15821
121.62892,24.14771,0.091339
121.5804749,24.00947189,0.13685
121.5645294,23.99322128,0.094314
121.5918579,23.98705673,0.095142
