#,,"generated_by='OpenQuake engine 3.17.0', start_date='2023-07-19T06:18:45', checksum=877104236"
site_id,lon,lat
364,120.78773,24.18431
365,120.78836,24.27424
366,120.78899,24.36417
367,120.78962,24.45410
368,120.79026,24.54403
369,120.79090,24.63397
370,120.79154,24.72390
371,120.79219,24.81383
372,120.79284,24.90376
373,120.79349,24.99369
374,120.79414,25.08363
375,120.79480,25.17356
376,120.79546,25.26349
377,120.79613,25.35342
378,120.86816,21.66620
379,120.86876,21.75614
380,120.86937,21.84607
381,120.86998,21.93600
382,120.87060,22.02593
383,120.87122,22.11587
384,120.87184,22.20580
385,120.87246,22.29573
386,120.87309,22.38566
387,120.87372,22.47559
388,120.87435,22.56553
389,120.87499,22.65546
390,120.87563,22.74539
391,120.87627,22.83532
392,120.87692,22.92526
393,120.87757,23.01519
394,120.87822,23.10512
395,120.87888,23.19505
396,120.87954,23.28498
397,120.88020,23.37492
398,120.88087,23.46485
399,120.88154,23.55478
400,120.88221,23.64471
401,120.88289,23.73464
402,120.88357,23.82458
403,120.88425,23.91451
404,120.88493,24.00444
405,120.88562,24.09437
406,120.88632,24.18431
407,120.88701,24.27424
408,120.88771,24.36417
409,120.88842,24.45410
410,120.88913,24.54403
411,120.88984,24.63397
412,120.89055,24.72390
413,120.89127,24.81383
414,120.89199,24.90376
415,120.89271,24.99369
416,120.89344,25.08363
417,120.89417,25.17356
418,120.89491,25.26349
419,120.89564,25.35342
420,120.96493,21.66620
421,120.96559,21.75614
422,120.96626,21.84607
423,120.96693,21.93600
424,120.96761,22.02593
425,120.96829,22.11587
426,120.96897,22.20580
427,120.96966,22.29573
428,120.97035,22.38566
429,120.97104,22.47559
430,120.97174,22.56553
431,120.97244,22.65546
432,120.97314,22.74539
433,120.97385,22.83532
434,120.97456,22.92526
435,120.97528,23.01519
436,120.97600,23.10512
437,120.97672,23.19505
438,120.97744,23.28498
439,120.97817,23.37492
440,120.97891,23.46485
441,120.97964,23.55478
442,120.98038,23.64471
443,120.98113,23.73464
444,120.98187,23.82458
445,120.98263,23.91451
446,120.98338,24.00444
447,120.98414,24.09437
448,120.98490,24.18431
449,120.98567,24.27424
450,120.98644,24.36417
451,120.98721,24.45410
452,120.98799,24.54403
453,120.98877,24.63397
454,120.98956,24.72390
455,120.99035,24.81383
456,120.99114,24.90376
457,120.99194,24.99369
458,120.99274,25.08363
459,120.99354,25.17356
460,120.99435,25.26349
461,120.99516,25.35342
462,121.06170,21.66620
463,121.06242,21.75614
464,121.06315,21.84607
465,121.06389,21.93600
466,121.06462,22.02593
467,121.06536,22.11587
468,121.06611,22.20580
469,121.06686,22.29573
470,121.06761,22.38566
471,121.06837,22.47559
472,121.06913,22.56553
473,121.06989,22.65546
474,121.07066,22.74539
475,121.07143,22.83532
476,121.07221,22.92526
477,121.07299,23.01519
478,121.07377,23.10512
479,121.07456,23.19505
480,121.07535,23.28498
481,121.07615,23.37492
482,121.07695,23.46485
483,121.07775,23.55478
484,121.07856,23.64471
485,121.07937,23.73464
486,121.08018,23.82458
487,121.08100,23.91451
488,121.08183,24.00444
489,121.08266,24.09437
490,121.08349,24.18431
491,121.08432,24.27424
492,121.08516,24.36417
493,121.08601,24.45410
494,121.08686,24.54403
495,121.08771,24.63397
496,121.08856,24.72390
497,121.08943,24.81383
498,121.09029,24.90376
499,121.09116,24.99369
500,121.09203,25.08363
501,121.09291,25.17356
502,121.09379,25.26349
503,121.09468,25.35342
504,121.15847,21.66620
505,121.15925,21.75614
506,121.16004,21.84607
507,121.16084,21.93600
508,121.16164,22.02593
509,121.16244,22.11587
510,121.16325,22.20580
511,121.16406,22.29573
512,121.16487,22.38566
513,121.16569,22.47559
514,121.16652,22.56553
515,121.16734,22.65546
516,121.16818,22.74539
517,121.16901,22.83532
518,121.16985,22.92526
519,121.17070,23.01519
520,121.17155,23.10512
521,121.17240,23.19505
522,121.17326,23.28498
523,121.17412,23.37492
524,121.17499,23.46485
525,121.17586,23.55478
526,121.17673,23.64471
527,121.17761,23.73464
528,121.17849,23.82458
529,121.17938,23.91451
530,121.18027,24.00444
531,121.18117,24.09437
532,121.18207,24.18431
533,121.18298,24.27424
534,121.18389,24.36417
535,121.18480,24.45410
536,121.18572,24.54403
537,121.18664,24.63397
538,121.18757,24.72390
539,121.18851,24.81383
540,121.18944,24.90376
541,121.19038,24.99369
542,121.19133,25.08363
543,121.19228,25.17356
544,121.19324,25.26349
545,121.19420,25.35342
546,121.25523,21.66620
547,121.25608,21.75614
548,121.25693,21.84607
549,121.25779,21.93600
550,121.25865,22.02593
551,121.25951,22.11587
552,121.26038,22.20580
553,121.26126,22.29573
554,121.26213,22.38566
555,121.26302,22.47559
556,121.26390,22.56553
557,121.26480,22.65546
558,121.26569,22.74539
559,121.26659,22.83532
560,121.26750,22.92526
561,121.26841,23.01519
562,121.26932,23.10512
563,121.27024,23.19505
564,121.27116,23.28498
565,121.27209,23.37492
566,121.27303,23.46485
567,121.27396,23.55478
568,121.27490,23.64471
569,121.27585,23.73464
570,121.27680,23.82458
571,121.27776,23.91451
572,121.27872,24.00444
573,121.27969,24.09437
574,121.28066,24.18431
575,121.28163,24.27424
576,121.28261,24.36417
577,121.28360,24.45410
578,121.28459,24.54403
579,121.28558,24.63397
580,121.28658,24.72390
581,121.28758,24.81383
582,121.28859,24.90376
583,121.28961,24.99369
584,121.29063,25.08363
585,121.29165,25.17356
586,121.29268,25.26349
587,121.29371,25.35342
588,121.35200,21.66620
589,121.35291,21.75614
590,121.35382,21.84607
591,121.35474,21.93600
592,121.35566,22.02593
593,121.35659,22.11587
594,121.35752,22.20580
595,121.35846,22.29573
596,121.35940,22.38566
597,121.36034,22.47559
598,121.36129,22.56553
599,121.36225,22.65546
600,121.36321,22.74539
601,121.36417,22.83532
602,121.36514,22.92526
603,121.36612,23.01519
604,121.36710,23.10512
605,121.36808,23.19505
606,121.36907,23.28498
607,121.37007,23.37492
608,121.37106,23.46485
609,121.37207,23.55478
610,121.37308,23.64471
611,121.37409,23.73464
612,121.37511,23.82458
613,121.37614,23.91451
614,121.37717,24.00444
615,121.37820,24.09437
616,121.37924,24.18431
617,121.38029,24.27424
618,121.38134,24.36417
619,121.38239,24.45410
620,121.38345,24.54403
621,121.38452,24.63397
622,121.38559,24.72390
623,121.38666,24.81383
624,121.38775,24.90376
625,121.38883,24.99369
626,121.38992,25.08363
627,121.39102,25.17356
628,121.39212,25.26349
629,121.39323,25.35342
630,121.44877,21.66620
631,121.44974,21.75614
632,121.45071,21.84607
633,121.45169,21.93600
634,121.45267,22.02593
635,121.45366,22.11587
636,121.45466,22.20580
637,121.45565,22.29573
638,121.45666,22.38566
639,121.45767,22.47559
640,121.45868,22.56553
641,121.45970,22.65546
642,121.46072,22.74539
643,121.46175,22.83532
644,121.46279,22.92526
645,121.46383,23.01519
646,121.46487,23.10512
647,121.46592,23.19505
648,121.46698,23.28498
649,121.46804,23.37492
650,121.46910,23.46485
651,121.47018,23.55478
652,121.47125,23.64471
653,121.47233,23.73464
654,121.47342,23.82458
655,121.47452,23.91451
656,121.47561,24.00444
657,121.47672,24.09437
658,121.47783,24.18431
659,121.47894,24.27424
660,121.48006,24.36417
661,121.48119,24.45410
662,121.48232,24.54403
663,121.48345,24.63397
664,121.48460,24.72390
665,121.48574,24.81383
666,121.48690,24.90376
667,121.48806,24.99369
668,121.48922,25.08363
669,121.49039,25.17356
670,121.49157,25.26349
671,121.49275,25.35342
672,121.54554,21.66620
673,121.54657,21.75614
674,121.54760,21.84607
675,121.54864,21.93600
676,121.54969,22.02593
677,121.55074,22.11587
678,121.55179,22.20580
679,121.55285,22.29573
680,121.55392,22.38566
681,121.55499,22.47559
682,121.55607,22.56553
683,121.55715,22.65546
684,121.55824,22.74539
685,121.55933,22.83532
686,121.56043,22.92526
687,121.56154,23.01519
688,121.56265,23.10512
689,121.56376,23.19505
690,121.56488,23.28498
691,121.56601,23.37492
692,121.56714,23.46485
693,121.56828,23.55478
694,121.56943,23.64471
695,121.57058,23.73464
696,121.57173,23.82458
697,121.57289,23.91451
698,121.57406,24.00444
699,121.57523,24.09437
700,121.57641,24.18431
701,121.57760,24.27424
702,121.57879,24.36417
703,121.57998,24.45410
704,121.58118,24.54403
705,121.58239,24.63397
706,121.58360,24.72390
707,121.58482,24.81383
708,121.58605,24.90376
709,121.58728,24.99369
710,121.58852,25.08363
711,121.58976,25.17356
712,121.59101,25.26349
713,121.59226,25.35342
714,121.64231,21.66620
715,121.64340,21.75614
716,121.64449,21.84607
717,121.64559,21.93600
718,121.64670,22.02593
719,121.64781,22.11587
720,121.64893,22.20580
721,121.65005,22.29573
722,121.65118,22.38566
723,121.65232,22.47559
724,121.65346,22.56553
725,121.65460,22.65546
726,121.65575,22.74539
727,121.65691,22.83532
728,121.65808,22.92526
729,121.65925,23.01519
730,121.66042,23.10512
731,121.66160,23.19505
732,121.66279,23.28498
733,121.66398,23.37492
734,121.66518,23.46485
735,121.66639,23.55478
736,121.66760,23.64471
737,121.66882,23.73464
738,121.67004,23.82458
739,121.67127,23.91451
740,121.67251,24.00444
741,121.67375,24.09437
742,121.67500,24.18431
743,121.67625,24.27424
744,121.67751,24.36417
745,121.67878,24.45410
746,121.68005,24.54403
747,121.68133,24.63397
748,121.68261,24.72390
749,121.68390,24.81383
750,121.68520,24.90376
751,121.68650,24.99369
752,121.68781,25.08363
753,121.68913,25.17356
754,121.69045,25.26349
755,121.69178,25.35342
756,121.73908,21.66620
757,121.74023,21.75614
758,121.74138,21.84607
759,121.74254,21.93600
760,121.74371,22.02593
761,121.74489,22.11587
762,121.74607,22.20580
763,121.74725,22.29573
764,121.74844,22.38566
765,121.74964,22.47559
766,121.75084,22.56553
767,121.75205,22.65546
768,121.75327,22.74539
769,121.75449,22.83532
770,121.75572,22.92526
771,121.75696,23.01519
772,121.75820,23.10512
773,121.75944,23.19505
774,121.76070,23.28498
775,121.76196,23.37492
776,121.76322,23.46485
777,121.76450,23.55478
778,121.76577,23.64471
779,121.76706,23.73464
780,121.76835,23.82458
781,121.76965,23.91451
782,121.77095,24.00444
783,121.77226,24.09437
784,121.77358,24.18431
785,121.77490,24.27424
786,121.77623,24.36417
787,121.77757,24.45410
788,121.77891,24.54403
789,121.78026,24.63397
790,121.78162,24.72390
791,121.78298,24.81383
792,121.78435,24.90376
793,121.78573,24.99369
794,121.78711,25.08363
795,121.78850,25.17356
796,121.78990,25.26349
797,121.79130,25.35342
798,121.83585,21.66620
799,121.83706,21.75614
800,121.83827,21.84607
801,121.83950,21.93600
802,121.84073,22.02593
803,121.84196,22.11587
804,121.84320,22.20580
805,121.84445,22.29573
806,121.84570,22.38566
807,121.84696,22.47559
808,121.84823,22.56553
809,121.84951,22.65546
810,121.85079,22.74539
811,121.85207,22.83532
812,121.85337,22.92526
813,121.85467,23.01519
814,121.85597,23.10512
815,121.85728,23.19505
816,121.85860,23.28498
817,121.85993,23.37492
818,121.86126,23.46485
819,121.86260,23.55478
820,121.86395,23.64471
821,121.86530,23.73464
822,121.86666,23.82458
823,121.86803,23.91451
824,121.86940,24.00444
825,121.87078,24.09437
826,121.87216,24.18431
827,121.87356,24.27424
828,121.87496,24.36417
829,121.87637,24.45410
830,121.87778,24.54403
831,121.87920,24.63397
832,121.88063,24.72390
833,121.88206,24.81383
834,121.88350,24.90376
835,121.88495,24.99369
836,121.88641,25.08363
837,121.88787,25.17356
838,121.88934,25.26349
839,121.89082,25.35342
840,121.93262,21.66620
841,121.93389,21.75614
842,121.93516,21.84607
843,121.93645,21.93600
844,121.93774,22.02593
845,121.93903,22.11587
846,121.94034,22.20580
847,121.94165,22.29573
848,121.94297,22.38566
849,121.94429,22.47559
850,121.94562,22.56553
851,121.94696,22.65546
852,121.94830,22.74539
853,121.94965,22.83532
854,121.95101,22.92526
855,121.95238,23.01519
856,121.95375,23.10512
857,121.95513,23.19505
858,121.95651,23.28498
859,121.95790,23.37492
860,121.95930,23.46485
861,121.96071,23.55478
862,121.96212,23.64471
863,121.96354,23.73464
864,121.96497,23.82458
865,121.96640,23.91451
866,121.96785,24.00444
867,121.96929,24.09437
868,121.97075,24.18431
869,121.97221,24.27424
870,121.97368,24.36417
871,121.97516,24.45410
872,121.97664,24.54403
873,121.97814,24.63397
874,121.97964,24.72390
875,121.98114,24.81383
876,121.98266,24.90376
877,121.98418,24.99369
878,121.98570,25.08363
879,121.98724,25.17356
880,121.98878,25.26349
881,121.99033,25.35342
882,122.02939,21.66620
883,122.03072,21.75614
884,122.03205,21.84607
885,122.03340,21.93600
886,122.03475,22.02593
887,122.03611,22.11587
888,122.03747,22.20580
889,122.03885,22.29573
890,122.04023,22.38566
891,122.04161,22.47559
892,122.04301,22.56553
893,122.04441,22.65546
894,122.04582,22.74539
895,122.04723,22.83532
896,122.04866,22.92526
897,122.05008,23.01519
898,122.05152,23.10512
899,122.05297,23.19505
900,122.05442,23.28498
901,122.05588,23.37492
902,122.05734,23.46485
903,122.05881,23.55478
904,122.06030,23.64471
905,122.06178,23.73464
906,122.06328,23.82458
907,122.06478,23.91451
908,122.06629,24.00444
909,122.06781,24.09437
910,122.06933,24.18431
911,122.07087,24.27424
912,122.07241,24.36417
913,122.07395,24.45410
914,122.07551,24.54403
915,122.07707,24.63397
916,122.07864,24.72390
917,122.08022,24.81383
918,122.08181,24.90376
919,122.08340,24.99369
920,122.08500,25.08363
921,122.08661,25.17356
922,122.08823,25.26349
923,122.08985,25.35342
