STA_Lon_X,STA_Lat_Y,PGA
119.99724,25.35342,0.0415544249117
120.034608036,25.35342,0.0472492985427
120.071976071,25.35342,0.0478410869837
120.109344107,25.35342,0.0484117120504
120.146712143,25.35342,0.0429128557444
120.184080179,25.35342,0.0436790436506
120.221448214,25.35342,0.0436186678708
120.25881625,25.35342,0.0455774404109
120.296184286,25.35342,0.0404037684202
120.333552321,25.35342,0.041438203305
120.370920357,25.35342,0.0436299704015
120.408288393,25.35342,0.0404575355351
120.445656429,25.35342,0.042959779501
120.483024464,25.35342,0.0417922288179
120.5203925,25.35342,0.0693738758564
120.557760536,25.35342,0.0717450380325
120.595128571,25.35342,0.0641918331385
120.632496607,25.35342,0.077358879149
120.669864643,25.35342,0.0646804347634
120.707232679,25.35342,0.0684598013759
120.744600714,25.35342,0.0592496357858
120.78196875,25.35342,0.0387874878943
120.819336786,25.35342,0.0367588959634
120.856704821,25.35342,0.0386099666357
120.894072857,25.35342,0.0479462705553
120.931440893,25.35342,0.0240237601101
120.968808929,25.35342,0.0132896667346
121.006176964,25.35342,0.0136278849095
121.043545,25.35342,-0.00219608191401
121.080913036,25.35342,-0.00149660813622
121.118281071,25.35342,0.00895635038614
121.155649107,25.35342,0.017775638029
121.193017143,25.35342,0.0362943597138
121.230385179,25.35342,0.0399749092758
121.267753214,25.35342,0.042885940522
121.30512125,25.35342,0.0539380982518
121.342489286,25.35342,0.0507948473096
121.379857321,25.35342,0.0515804328024
121.417225357,25.35342,0.0487872585654
121.454593393,25.35342,0.0480738766491
121.491961429,25.35342,0.0423988774419
121.529329464,25.35342,0.0405114963651
121.5666975,25.35342,0.0339005365968
121.604065536,25.35342,0.0294513776898
121.641433571,25.35342,0.0257575847208
121.678801607,25.35342,0.0211645402014
121.716169643,25.35342,0.0182695835829
121.753537679,25.35342,0.0156256947666
121.790905714,25.35342,0.0138136735186
121.82827375,25.35342,0.0146774519235
121.865641786,25.35342,0.0125360013917
121.903009821,25.35342,0.011751496233
121.940377857,25.35342,0.0144727202132
121.977745893,25.35342,0.0135018546134
122.015113929,25.35342,0.0127994529903
122.052481964,25.35342,0.0125692589208
122.08985,25.35342,0.0123836258426
119.99724,25.3161753535,0.0424588918686
120.034608036,25.3161753535,0.0430604293942
120.071976071,25.3161753535,0.0487033799291
120.109344107,25.3161753535,0.0493129976094
120.146712143,25.3161753535,0.0498980432749
120.184080179,25.3161753535,0.0502175278962
120.221448214,25.3161753535,0.0451853238046
120.25881625,25.3161753535,0.0445855259895
120.296184286,25.3161753535,0.0384766533971
120.333552321,25.3161753535,0.0424883849919
120.370920357,25.3161753535,0.0445967391133
120.408288393,25.3161753535,0.0416811145842
120.445656429,25.3161753535,0.0441234260798
120.483024464,25.3161753535,0.042965605855
120.5203925,25.3161753535,0.0493665151298
120.557760536,25.3161753535,0.0736617147923
120.595128571,25.3161753535,0.0659958422184
120.632496607,25.3161753535,0.0743517205119
120.669864643,25.3161753535,0.065880343318
120.707232679,25.3161753535,0.0664899945259
120.744600714,25.3161753535,0.0600389577448
120.78196875,25.3161753535,0.036946926266
120.819336786,25.3161753535,0.0375333279371
120.856704821,25.3161753535,0.0431171618402
120.894072857,25.3161753535,0.0451404005289
120.931440893,25.3161753535,0.0247728191316
120.968808929,25.3161753535,0.0264055747539
121.006176964,25.3161753535,0.0236432980746
121.043545,25.3161753535,0.00737316301093
121.080913036,25.3161753535,0.00267066503875
121.118281071,25.3161753535,0.0130452718586
121.155649107,25.3161753535,0.0215555243194
121.193017143,25.3161753535,0.0366281159222
121.230385179,25.3161753535,0.0430774725974
121.267753214,25.3161753535,0.0467978417873
121.30512125,25.3161753535,0.056425742805
121.342489286,25.3161753535,0.0560165680945
121.379857321,25.3161753535,0.05515974015
121.417225357,25.3161753535,0.0523975528777
121.454593393,25.3161753535,0.0506854653358
121.491961429,25.3161753535,0.0450671650469
121.529329464,25.3161753535,0.0415144003928
121.5666975,25.3161753535,0.0352771691978
121.604065536,25.3161753535,0.0306779462844
121.641433571,25.3161753535,0.0266438927501
121.678801607,25.3161753535,0.0220137033612
121.716169643,25.3161753535,0.0190435294062
121.753537679,25.3161753535,0.0174137502909
121.790905714,25.3161753535,0.0149965351447
121.82827375,25.3161753535,0.0141870416701
121.865641786,25.3161753535,0.0133674005046
121.903009821,25.3161753535,0.0155051723123
121.940377857,25.3161753535,0.0142546510324
121.977745893,25.3161753535,0.0138936992735
122.015113929,25.3161753535,0.0132032576948
122.052481964,25.3161753535,0.0129912337288
122.08985,25.3161753535,0.0128180189058
119.99724,25.2789307071,0.0433939062059
120.034608036,25.2789307071,0.0440439432859
120.071976071,25.2789307071,0.0446761362255
120.109344107,25.2789307071,0.0502595193684
120.146712143,25.2789307071,0.0508886538446
120.184080179,25.2789307071,0.0464822240174
120.221448214,25.2789307071,0.0472012273967
120.25881625,25.2789307071,0.0441710315645
120.296184286,25.2789307071,0.0412004329264
120.333552321,25.2789307071,0.0422791242599
120.370920357,25.2789307071,0.0457705780864
120.408288393,25.2789307071,0.0473373048007
120.445656429,25.2789307071,0.0427527166903
120.483024464,25.2789307071,0.0444152727723
120.5203925,25.2789307071,0.0507566928864
